age,year,gender,country,healthy,unhealthy,CI_low_healthy,CI_up_healthy,CI_low_unhealthy,CI_up_unhealthy,type
50-55,2015,woman,Croatia,0.912495588,0.087504412,0.867323637,0.957667539,0.042332461,0.132676363,heart
55-60,2015,woman,Croatia,0.930986475,0.069013525,0.902120759,0.959852191,0.040147809,0.097879241,heart
60-65,2015,woman,Croatia,0.923136548,0.076863452,0.888769741,0.957503355,0.042496645,0.111230259,heart
65-70,2015,woman,Croatia,0.855391579,0.144608421,0.812519504,0.898263654,0.101736346,0.187480496,heart
70-75,2015,woman,Croatia,0.879809999,0.120190001,0.837209064,0.922410934,0.077589066,0.162790936,heart
75-80,2015,woman,Croatia,0.777946965,0.222053035,0.715898787,0.839995144,0.160004856,0.284101213,heart
80+,2015,woman,Croatia,0.727336579,0.272663421,0.606397481,0.848275678,0.151724322,0.393602519,heart
50-55,2015,man,Austria,0.929518828,0.070481172,0.829535364,1.029502292,-0.029502292,0.170464636,heart
55-60,2015,man,Austria,0.894927778,0.105072222,0.84425602,0.945599535,0.054400465,0.15574398,heart
60-65,2015,man,Austria,0.903429833,0.096570167,0.865489065,0.9413706,0.0586294,0.134510935,heart
65-70,2015,man,Austria,0.759981379,0.240018621,0.709160476,0.810802283,0.189197717,0.290839524,heart
70-75,2015,man,Austria,0.710875803,0.289124197,0.640082654,0.781668951,0.218331049,0.359917346,heart
75-80,2015,man,Austria,0.653393709,0.346606291,0.584842388,0.72194503,0.27805497,0.415157612,heart
80+,2015,man,Austria,0.552154767,0.447845233,0.47341774,0.630891793,0.369108207,0.52658226,heart
50-55,2015,man,Germany,0.913591625,0.086408375,0.876332084,0.950851166,0.049148834,0.123667916,heart
55-60,2015,man,Germany,0.867538193,0.132461807,0.825281894,0.909794492,0.090205508,0.174718106,heart
60-65,2015,man,Germany,0.83673078,0.16326922,0.795201803,0.878259757,0.121740243,0.204798197,heart
65-70,2015,man,Germany,0.833868036,0.166131964,0.791214069,0.876522004,0.123477996,0.208785931,heart
70-75,2015,man,Germany,0.780106549,0.219893451,0.733876864,0.826336235,0.173663765,0.266123136,heart
75-80,2015,man,Germany,0.677438186,0.322561814,0.61816146,0.736714912,0.263285088,0.38183854,heart
80+,2015,man,Germany,0.57601894,0.42398106,0.498611575,0.653426305,0.346573695,0.501388425,heart
50-55,2015,man,Sweden,0.945161589,0.054838411,0.9348341,0.955489078,0.044510922,0.0651659,heart
55-60,2015,man,Sweden,0.944672497,0.055327503,0.88853466,1.000810334,-0.000810334,0.11146534,heart
60-65,2015,man,Sweden,0.899900384,0.100099616,0.863882582,0.935918185,0.064081815,0.136117418,heart
65-70,2015,man,Sweden,0.828199495,0.171800505,0.790277457,0.866121533,0.133878467,0.209722543,heart
70-75,2015,man,Sweden,0.754444122,0.245555878,0.705948244,0.802940001,0.197059999,0.294051756,heart
75-80,2015,man,Sweden,0.679176918,0.320823082,0.617122048,0.741231788,0.258768212,0.382877952,heart
80+,2015,man,Sweden,0.591300253,0.408699747,0.527867012,0.654733494,0.345266506,0.472132988,heart
50-55,2015,man,Spain,0.894808375,0.105191625,0.768603756,1.021012993,-0.021012993,0.231396244,heart
55-60,2015,man,Spain,0.870664213,0.129335787,0.788577571,0.952750855,0.047249145,0.211422429,heart
60-65,2015,man,Spain,0.829789115,0.170210885,0.771831979,0.88774625,0.11225375,0.228168021,heart
65-70,2015,man,Spain,0.778045672,0.221954328,0.722234052,0.833857292,0.166142708,0.277765948,heart
70-75,2015,man,Spain,0.778366386,0.221633614,0.716846293,0.839886479,0.160113521,0.283153707,heart
75-80,2015,man,Spain,0.705719729,0.294280271,0.641312021,0.770127437,0.229872563,0.358687979,heart
80+,2015,man,Spain,0.637974973,0.362025027,0.575739819,0.700210126,0.299789874,0.424260181,heart
50-55,2015,man,Italy,0.969168949,0.030831051,0.938264636,1.000073262,-7.32623E-05,0.061735364,heart
55-60,2015,man,Italy,0.924556929,0.075443071,0.88845479,0.960659069,0.039340931,0.11154521,heart
60-65,2015,man,Italy,0.868683608,0.131316392,0.83271409,0.904653126,0.095346874,0.16728591,heart
65-70,2015,man,Italy,0.842120593,0.157879407,0.805375221,0.878865965,0.121134035,0.194624779,heart
70-75,2015,man,Italy,0.757967445,0.242032555,0.708687895,0.807246995,0.192753005,0.291312105,heart
75-80,2015,man,Italy,0.695463995,0.304536005,0.640492607,0.750435384,0.249564616,0.359507393,heart
80+,2015,man,Italy,0.629672948,0.370327052,0.569649558,0.689696337,0.310303663,0.430350442,heart
50-55,2015,man,France,0.931512603,0.068487397,0.892507003,0.970518204,0.029481796,0.107492997,heart
55-60,2015,man,France,0.923626909,0.076373091,0.889569111,0.957684706,0.042315294,0.110430889,heart
60-65,2015,man,France,0.824959038,0.175040962,0.780077533,0.869840543,0.130159457,0.219922467,heart
65-70,2015,man,France,0.751257897,0.248742103,0.706332362,0.796183432,0.203816568,0.293667638,heart
70-75,2015,man,France,0.735420198,0.264579802,0.672447304,0.798393092,0.201606908,0.327552696,heart
75-80,2015,man,France,0.658815088,0.341184912,0.602636851,0.714993325,0.285006675,0.397363149,heart
80+,2015,man,France,0.541289715,0.458710285,0.48176163,0.6008178,0.3991822,0.51823837,heart
50-55,2015,man,Denmark,0.904855768,0.095144232,0.888140679,0.921570857,0.078429143,0.111859321,heart
55-60,2015,man,Denmark,0.882428818,0.117571182,0.840189315,0.924668322,0.075331678,0.159810685,heart
60-65,2015,man,Denmark,0.845310711,0.154689289,0.810229365,0.880392057,0.119607943,0.189770635,heart
65-70,2015,man,Denmark,0.81734886,0.18265114,0.804166294,0.830531426,0.169468574,0.195833706,heart
70-75,2015,man,Denmark,0.738258689,0.261741311,0.662491756,0.814025622,0.185974378,0.337508244,heart
75-80,2015,man,Denmark,0.698228336,0.301771664,0.676731973,0.719724698,0.280275302,0.323268027,heart
80+,2015,man,Denmark,0.610139092,0.389860908,0.573820884,0.646457301,0.353542699,0.426179116,heart
50-55,2015,man,Greece,0.955703113,0.044296887,0.92732825,0.984077977,0.015922023,0.07267175,heart
55-60,2015,man,Greece,0.920281816,0.079718184,0.887486987,0.953076644,0.046923356,0.112513013,heart
60-65,2015,man,Greece,0.904960032,0.095039968,0.877718102,0.932201962,0.067798038,0.122281898,heart
65-70,2015,man,Greece,0.814231214,0.185768786,0.773387263,0.855075165,0.144924835,0.226612737,heart
70-75,2015,man,Greece,0.807846853,0.192153147,0.764647613,0.851046093,0.148953907,0.235352387,heart
75-80,2015,man,Greece,0.703219759,0.296780241,0.650132077,0.756307442,0.243692558,0.349867923,heart
80+,2015,man,Greece,0.659898669,0.340101331,0.595563511,0.724233827,0.275766173,0.404436489,heart
50-55,2015,man,Switzerland,0.893983875,0.106016125,0.776919305,1.011048444,-0.011048444,0.223080695,heart
55-60,2015,man,Switzerland,0.950422647,0.049577353,0.921258595,0.9795867,0.0204133,0.078741405,heart
60-65,2015,man,Switzerland,0.893179599,0.106820401,0.856955578,0.92940362,0.07059638,0.143044422,heart
65-70,2015,man,Switzerland,0.84148307,0.15851693,0.799556104,0.883410036,0.116589964,0.200443896,heart
70-75,2015,man,Switzerland,0.835093161,0.164906839,0.797776867,0.872409455,0.127590545,0.202223133,heart
75-80,2015,man,Switzerland,0.753282331,0.246717669,0.688110413,0.818454249,0.181545751,0.311889587,heart
80+,2015,man,Switzerland,0.649793279,0.350206721,0.579401085,0.720185473,0.279814527,0.420598915,heart
50-55,2015,man,Belgium,0.945645204,0.054354796,0.912599208,0.978691201,0.021308799,0.087400792,heart
55-60,2015,man,Belgium,0.903582204,0.096417796,0.865659687,0.94150472,0.05849528,0.134340313,heart
60-65,2015,man,Belgium,0.824226411,0.175773589,0.788071181,0.860381642,0.139618358,0.211928819,heart
65-70,2015,man,Belgium,0.797741496,0.202258504,0.759632655,0.835850336,0.164149664,0.240367345,heart
70-75,2015,man,Belgium,0.758441961,0.241558039,0.708069153,0.808814768,0.191185232,0.291930847,heart
75-80,2015,man,Belgium,0.708419119,0.291580881,0.648917411,0.767920826,0.232079174,0.351082589,heart
80+,2015,man,Belgium,0.557550777,0.442449223,0.498268092,0.616833462,0.383166538,0.501731908,heart
50-55,2015,man,Israel,0.901229016,0.098770984,0.747470588,1.054987444,-0.054987444,0.252529412,heart
55-60,2015,man,Israel,0.948881259,0.051118741,0.895656336,1.002106182,-0.002106182,0.104343664,heart
60-65,2015,man,Israel,0.805818243,0.194181757,0.722538224,0.889098262,0.110901738,0.277461776,heart
65-70,2015,man,Israel,0.670384342,0.329615658,0.588961033,0.751807652,0.248192348,0.411038967,heart
70-75,2015,man,Israel,0.705057089,0.294942911,0.617250238,0.79286394,0.20713606,0.382749762,heart
75-80,2015,man,Israel,0.512801447,0.487198553,0.407421859,0.618181035,0.381818965,0.592578141,heart
80+,2015,man,Israel,0.487483867,0.512516133,0.397043105,0.577924629,0.422075371,0.602956895,heart
50-55,2015,man,Czech Republic,0.900713848,0.099286152,0.787904524,1.013523173,-0.013523173,0.212095476,heart
55-60,2015,man,Czech Republic,0.854158118,0.145841882,0.778959278,0.929356958,0.070643042,0.221040722,heart
60-65,2015,man,Czech Republic,0.834378686,0.165621314,0.787909888,0.880847483,0.119152517,0.212090112,heart
65-70,2015,man,Czech Republic,0.767745904,0.232254096,0.721375648,0.81411616,0.18588384,0.278624352,heart
70-75,2015,man,Czech Republic,0.711457268,0.288542732,0.654557626,0.768356911,0.231643089,0.345442374,heart
75-80,2015,man,Czech Republic,0.604049675,0.395950325,0.530057316,0.678042034,0.321957966,0.469942684,heart
80+,2015,man,Czech Republic,0.549999395,0.450000605,0.468660096,0.631338695,0.368661305,0.531339904,heart
50-55,2015,man,Poland,0.93536776,0.06463224,0.872504077,0.998231443,0.001768557,0.127495923,heart
55-60,2015,man,Poland,0.924749014,0.075250986,0.874645147,0.97485288,0.02514712,0.125354853,heart
60-65,2015,man,Poland,0.760705594,0.239294406,0.728756506,0.792654683,0.207345317,0.271243494,heart
65-70,2015,man,Poland,0.706355198,0.293644802,0.666480181,0.746230215,0.253769785,0.333519819,heart
70-75,2015,man,Poland,0.639357036,0.360642964,0.454808461,0.823905611,0.176094389,0.545191539,heart
75-80,2015,man,Poland,0.631930884,0.368069116,0.614676877,0.649184892,0.350815108,0.385323123,heart
80+,2015,man,Poland,0.543526861,0.456473139,0.484226542,0.60282718,0.39717282,0.515773458,heart
50-55,2015,man,Luxembourg,0.987958743,0.012041257,0.968031811,1.007885676,-0.007885676,0.031968189,heart
55-60,2015,man,Luxembourg,0.926685849,0.073314151,0.879533962,0.973837735,0.026162265,0.120466038,heart
60-65,2015,man,Luxembourg,0.837591445,0.162408555,0.767670557,0.907512333,0.092487667,0.232329443,heart
65-70,2015,man,Luxembourg,0.857550383,0.142449617,0.807724861,0.907375905,0.092624095,0.192275139,heart
70-75,2015,man,Luxembourg,0.784576317,0.215423683,0.69827308,0.870879553,0.129120447,0.30172692,heart
75-80,2015,man,Luxembourg,0.780417008,0.219582992,0.666026849,0.894807168,0.105192832,0.333973151,heart
80+,2015,man,Luxembourg,0.794377708,0.205622292,0.760758548,0.827996868,0.172003132,0.239241452,heart
50-55,2015,man,Portugal,0.988199851,0.011800149,0.962349683,1.014050018,-0.014050018,0.037650317,heart
55-60,2015,man,Portugal,0.96745807,0.03254193,0.940683764,0.994232377,0.005767623,0.059316236,heart
60-65,2015,man,Portugal,0.90716423,0.09283577,0.805765798,1.008562662,-0.008562662,0.194234202,heart
65-70,2015,man,Portugal,0.906228417,0.093771583,0.831610119,0.980846716,0.019153284,0.168389881,heart
70-75,2015,man,Portugal,0.730679834,0.269320166,0.61129953,0.850060138,0.149939862,0.38870047,heart
75-80,2015,man,Portugal,0.781446034,0.218553966,0.653220303,0.909671765,0.090328235,0.346779697,heart
80+,2015,man,Portugal,0.623878855,0.376121145,0.431896164,0.815861546,0.184138454,0.568103836,heart
50-55,2015,man,Slovenia,0.955685104,0.044314896,0.923474795,0.987895414,0.012104586,0.076525205,heart
55-60,2015,man,Slovenia,0.910080035,0.089919965,0.87726688,0.942893189,0.057106811,0.12273312,heart
60-65,2015,man,Slovenia,0.82642185,0.17357815,0.786334993,0.866508707,0.133491293,0.213665007,heart
65-70,2015,man,Slovenia,0.80280288,0.19719712,0.756925442,0.848680318,0.151319682,0.243074558,heart
70-75,2015,man,Slovenia,0.755842774,0.244157226,0.707609362,0.804076185,0.195923815,0.292390638,heart
75-80,2015,man,Slovenia,0.656571921,0.343428079,0.583535602,0.72960824,0.27039176,0.416464398,heart
80+,2015,man,Slovenia,0.602719399,0.397280601,0.533429415,0.672009382,0.327990618,0.466570585,heart
50-55,2015,man,Estonia,0.944008568,0.055991432,0.931992211,0.956024925,0.043975075,0.068007789,heart
55-60,2015,man,Estonia,0.814500332,0.185499668,0.800649178,0.828351486,0.171648514,0.199350822,heart
60-65,2015,man,Estonia,0.798861324,0.201138676,0.781072265,0.816650383,0.183349617,0.218927735,heart
65-70,2015,man,Estonia,0.656886948,0.343113052,0.635725688,0.678048208,0.321951792,0.364274312,heart
70-75,2015,man,Estonia,0.633112899,0.366887101,0.614877908,0.65134789,0.34865211,0.385122092,heart
75-80,2015,man,Estonia,0.58985088,0.41014912,0.557309664,0.622392096,0.377607904,0.442690336,heart
80+,2015,man,Estonia,0.390019689,0.609980311,0.340005138,0.440034239,0.559965761,0.659994862,heart
50-55,2015,man,Croatia,0.900789713,0.099210287,0.837151516,0.964427911,0.035572089,0.162848484,heart
55-60,2015,man,Croatia,0.919486946,0.080513054,0.886175271,0.952798622,0.047201378,0.113824729,heart
60-65,2015,man,Croatia,0.909429251,0.090570749,0.869148314,0.949710189,0.050289811,0.130851686,heart
65-70,2015,man,Croatia,0.8291102,0.1708898,0.76941621,0.88880419,0.11119581,0.23058379,heart
70-75,2015,man,Croatia,0.820309107,0.179690893,0.746903085,0.89371513,0.10628487,0.253096915,heart
75-80,2015,man,Croatia,0.770197923,0.229802077,0.689832918,0.850562928,0.149437072,0.310167082,heart
80+,2015,man,Croatia,0.763291763,0.236708237,0.64148997,0.885093555,0.114906445,0.35851003,heart
50-55,2015,woman,Austria,0.969926687,0.030073313,0.926555895,1.013297479,-0.013297479,0.073444105,lung
55-60,2015,woman,Austria,0.942245121,0.057754879,0.907590134,0.976900108,0.023099892,0.092409866,lung
60-65,2015,woman,Austria,0.926967144,0.073032856,0.896020953,0.957913335,0.042086665,0.103979047,lung
65-70,2015,woman,Austria,0.917428988,0.082571012,0.886747818,0.948110157,0.051889843,0.113252182,lung
70-75,2015,woman,Austria,0.883170164,0.116829836,0.847639094,0.918701235,0.081298765,0.152360906,lung
75-80,2015,woman,Austria,0.854291762,0.145708238,0.808209442,0.900374081,0.099625919,0.191790558,lung
80+,2015,woman,Austria,0.855081797,0.144918203,0.807530301,0.902633293,0.097366707,0.192469699,lung
50-55,2015,woman,Germany,0.91821907,0.08178093,0.887906818,0.948531323,0.051468677,0.112093182,lung
55-60,2015,woman,Germany,0.90729539,0.09270461,0.876403734,0.938187046,0.061812954,0.123596266,lung
60-65,2015,woman,Germany,0.908451544,0.091548456,0.878695293,0.938207795,0.061792205,0.121304707,lung
65-70,2015,woman,Germany,0.859937954,0.140062046,0.815271939,0.904603969,0.095396031,0.184728061,lung
70-75,2015,woman,Germany,0.83970112,0.16029888,0.793666072,0.885736167,0.114263833,0.206333928,lung
75-80,2015,woman,Germany,0.861476304,0.138523696,0.812969611,0.909982997,0.090017003,0.187030389,lung
80+,2015,woman,Germany,0.866529859,0.133470141,0.820184702,0.912875016,0.087124984,0.179815298,lung
50-55,2015,woman,Sweden,0.967259245,0.032740755,0.927280328,1.007238163,-0.007238163,0.072719672,lung
55-60,2015,woman,Sweden,0.923823658,0.076176342,0.893398191,0.954249125,0.045750875,0.106601809,lung
60-65,2015,woman,Sweden,0.94255783,0.05744217,0.91677442,0.968341241,0.031658759,0.08322558,lung
65-70,2015,woman,Sweden,0.929136404,0.070863596,0.903927828,0.954344979,0.045655021,0.096072172,lung
70-75,2015,woman,Sweden,0.906561852,0.093438148,0.875162932,0.937960772,0.062039228,0.124837068,lung
75-80,2015,woman,Sweden,0.887684672,0.112315328,0.843822529,0.931546816,0.068453184,0.156177471,lung
80+,2015,woman,Sweden,0.904008499,0.095991501,0.868950865,0.939066134,0.060933866,0.131049135,lung
50-55,2015,woman,Spain,0.988042577,0.011957423,0.972030086,1.004055068,-0.004055068,0.027969914,lung
55-60,2015,woman,Spain,0.959380654,0.040619346,0.926489085,0.992272222,0.007727778,0.073510915,lung
60-65,2015,woman,Spain,0.938399531,0.061600469,0.908914877,0.967884185,0.032115815,0.091085123,lung
65-70,2015,woman,Spain,0.931106105,0.068893895,0.898982432,0.963229778,0.036770222,0.101017568,lung
70-75,2015,woman,Spain,0.921087223,0.078912777,0.886539747,0.955634699,0.044365301,0.113460253,lung
75-80,2015,woman,Spain,0.869529733,0.130470267,0.820644423,0.918415043,0.081584957,0.179355577,lung
80+,2015,woman,Spain,0.848530645,0.151469355,0.807860073,0.889201217,0.110798783,0.192139927,lung
50-55,2015,woman,Italy,0.982409177,0.017590823,0.965417306,0.999401048,0.000598952,0.034582694,lung
55-60,2015,woman,Italy,0.940722236,0.059277764,0.909041147,0.972403325,0.027596675,0.090958853,lung
60-65,2015,woman,Italy,0.952855327,0.047144673,0.931301564,0.974409089,0.025590911,0.068698436,lung
65-70,2015,woman,Italy,0.904929383,0.095070617,0.876144403,0.933714362,0.066285638,0.123855597,lung
70-75,2015,woman,Italy,0.886433317,0.113566683,0.852081385,0.920785249,0.079214751,0.147918615,lung
75-80,2015,woman,Italy,0.841758027,0.158241973,0.796682897,0.886833157,0.113166843,0.203317103,lung
80+,2015,woman,Italy,0.840443262,0.159556738,0.798544444,0.882342081,0.117657919,0.201455556,lung
50-55,2015,woman,France,0.961810692,0.038189308,0.937247955,0.986373429,0.013626571,0.062752045,lung
55-60,2015,woman,France,0.901898756,0.098101244,0.861199015,0.942598498,0.057401502,0.138800985,lung
60-65,2015,woman,France,0.912134962,0.087865038,0.880227878,0.944042045,0.055957955,0.119772122,lung
65-70,2015,woman,France,0.902469186,0.097530814,0.869637274,0.935301097,0.064698903,0.130362726,lung
70-75,2015,woman,France,0.89022275,0.10977725,0.856306083,0.924139417,0.075860583,0.143693917,lung
75-80,2015,woman,France,0.840281348,0.159718652,0.790720656,0.889842041,0.110157959,0.209279344,lung
80+,2015,woman,France,0.832485081,0.167514919,0.793911565,0.871058597,0.128941403,0.206088435,lung
50-55,2015,woman,Denmark,0.931290282,0.068709718,0.911705697,0.950874868,0.049125132,0.088294303,lung
55-60,2015,woman,Denmark,0.886320869,0.113679131,0.856864696,0.915777043,0.084222957,0.143135304,lung
60-65,2015,woman,Denmark,0.91355399,0.08644601,0.893409604,0.933698376,0.066301624,0.106590396,lung
65-70,2015,woman,Denmark,0.888550333,0.111449667,0.839526415,0.937574252,0.062425748,0.160473585,lung
70-75,2015,woman,Denmark,0.837767522,0.162232478,0.804892683,0.870642362,0.129357638,0.195107317,lung
75-80,2015,woman,Denmark,0.796566274,0.203433726,0.737766023,0.855366525,0.144633475,0.262233977,lung
80+,2015,woman,Denmark,0.837738366,0.162261634,0.806067941,0.869408791,0.130591209,0.193932059,lung
50-55,2015,woman,Greece,0.956925626,0.043074374,0.934287047,0.979564206,0.020435794,0.065712953,lung
55-60,2015,woman,Greece,0.944357138,0.055642862,0.916325438,0.972388837,0.027611163,0.083674562,lung
60-65,2015,woman,Greece,0.948424794,0.051575206,0.929579688,0.9672699,0.0327301,0.070420312,lung
