"age","year","gender","healthy","unhealthy","CI_low_healthy","CI_up_healthy","CI_low_unhealthy","CI_up_unhealthy","type"
"65-70","2014","man",0.917564969652937,0.0824350303470626,0.885836439328159,0.949293499977716,0.050706500022284,0.114163560671841,"heart"
"70-75","2014","man",0.899089819376775,0.100910180623225,0.864761625936848,0.933418012816701,0.0665819871832992,0.135238374063151,"heart"
"75-80","2014","man",0.897255785377841,0.102744214622159,0.858308594034237,0.936202976721446,0.0637970232785538,0.141691405965763,"heart"
"80+","2014","man",0.889320742364412,0.110679257635588,0.851870444113457,0.926771040615366,0.0732289593846337,0.148129555886543,"heart"
"50-55","2014","woman",0.956337696998198,0.0436623030018023,0.935700923622259,0.976974470374136,0.0230255296258636,0.0642990763777409,"lung"
"55-60","2014","woman",0.94825687814991,0.0517431218500896,0.931995204885984,0.964518551413837,0.0354814485861626,0.0680047951140165,"lung"
"60-65","2014","woman",0.935042042015284,0.0649579579847158,0.913861694407135,0.956222389623434,0.0437776103765663,0.0861383055928653,"lung"
"65-70","2014","woman",0.851992533700988,0.148007466299012,0.807777472426396,0.89620759497558,0.10379240502442,0.192222527573604,"lung"
"70-75","2014","woman",0.821614550973307,0.178385449026693,0.775163606313237,0.868065495633376,0.131934504366624,0.224836393686763,"lung"
"75-80","2014","woman",0.870539203558667,0.129460796441333,0.824511702687875,0.916566704429459,0.0834332955705406,0.175488297312125,"lung"
"80+","2014","woman",0.890716055148328,0.109283944851672,0.858705397240151,0.922726713056505,0.0772732869434952,0.141294602759849,"lung"
"50-55","2014","man",0.980426696935949,0.0195733030640509,0.965785814688674,0.995067579183225,0.00493242081677538,0.0342141853113265,"lung"
"55-60","2014","man",0.979576646881193,0.0204233531188067,0.970121788275747,0.98903150548664,0.0109684945133603,0.0298782117242531,"lung"
"60-65","2014","man",0.94538330607387,0.0546166939261299,0.891727349663099,0.999039262484641,0.000960737515359203,0.108272650336901,"lung"
"65-70","2014","man",0.919007152410146,0.0809928475898541,0.886366018974092,0.951648285846199,0.0483517141538005,0.113633981025908,"lung"
"70-75","2014","man",0.906214478116013,0.0937855218839873,0.8725461371951,0.939882819036926,0.0601171809630743,0.1274538628049,"lung"
"75-80","2014","man",0.892862994061028,0.107137005938972,0.850835748361306,0.93489023976075,0.0651097602392496,0.149164251638694,"lung"
"80+","2014","man",0.877983898034698,0.122016101965302,0.831934482977651,0.924033313091746,0.0759666869082544,0.168065517022349,"lung"
"50-55","2014","woman",0.991883122785797,0.00811687721420338,0.983972524096004,0.999793721475589,0.000206278524411045,0.0160274759039957,"stroke"
"55-60","2014","woman",0.969220888332652,0.030779111667348,0.95230511120377,0.986136665461534,0.013863334538466,0.0476948887962299,"stroke"
"60-65","2014","woman",0.98094471522017,0.0190552847798301,0.972138712597747,0.989750717842593,0.0102492821574068,0.0278612874022534,"stroke"
"65-70","2014","woman",0.931785753206631,0.068214246793369,0.893859848523273,0.969711657889989,0.0302883421100108,0.106140151476727,"stroke"
"70-75","2014","woman",0.964232281409833,0.0357677185901674,0.947765688982824,0.980698873836842,0.0193011261631583,0.0522343110171764,"stroke"
"75-80","2014","woman",0.970573790770753,0.0294262092292467,0.954773460548722,0.986374120992784,0.013625879007216,0.0452265394512775,"stroke"
"80+","2014","woman",0.955494020183151,0.0445059798168491,0.9345350998725,0.976452940493802,0.0235470595061979,0.0654649001275003,"stroke"
"50-55","2014","man",0.938171064279391,0.0618289357206088,0.862300130382111,1.01404199817667,-0.0140419981766711,0.137699869617889,"stroke"
"55-60","2014","man",0.977605183431602,0.0223948165683983,0.9595408064908,0.995669560372404,0.00433043962759656,0.0404591935092,"stroke"
"60-65","2014","man",0.978138114161138,0.0218618858388616,0.960287235571139,0.995988992751138,0.00401100724886231,0.0397127644288609,"stroke"
"65-70","2014","man",0.971933899049928,0.0280661009500719,0.958976955630816,0.98489084246904,0.0151091575309601,0.0410230443691837,"stroke"
"70-75","2014","man",0.968403925125452,0.0315960748745482,0.950199594036096,0.986608256214807,0.0133917437851928,0.0498004059639036,"stroke"
"75-80","2014","man",0.945939264503672,0.0540607354963284,0.918012686657352,0.973865842349991,0.0261341576500087,0.0819873133426481,"stroke"
"80+","2014","man",0.911856311575377,0.0881436884246234,0.867654115141248,0.956058508009505,0.0439414919904948,0.132345884858752,"stroke"
"50-55","2014","woman",0.708235412467533,0.291764587532467,0.651756776548905,0.764714048386161,0.235285951613839,0.348243223451095,"one or two any condition"
"55-60","2014","woman",0.617303322732796,0.382696677267204,0.560128986826456,0.674477658639137,0.325522341360863,0.439871013173544,"one or two any condition"
"60-65","2014","woman",0.51475257434947,0.48524742565053,0.454257839759225,0.575247308939715,0.424752691060285,0.545742160240775,"one or two any condition"
"65-70","2014","woman",0.421183786016783,0.578816213983217,0.370741902529556,0.471625669504009,0.528374330495991,0.629258097470444,"one or two any condition"
"70-75","2014","woman",0.408645522159318,0.591354477840682,0.354712677823953,0.462578366494682,0.537421633505318,0.645287322176047,"one or two any condition"
"75-80","2014","woman",0.417840600955887,0.582159399044113,0.351467180366507,0.484214021545268,0.515785978454732,0.648532819633494,"one or two any condition"
"80+","2014","woman",0.409416942475989,0.590583057524011,0.345623469695523,0.473210415256455,0.526789584743545,0.654376530304477,"one or two any condition"
"50-55","2014","man",0.750180259287815,0.249819740712185,0.663607354573889,0.836753164001742,0.163246835998258,0.336392645426111,"one or two any condition"
"55-60","2014","man",0.725098227214993,0.274901772785007,0.670074553358234,0.780121901071752,0.219878098928248,0.329925446641766,"one or two any condition"
"60-65","2014","man",0.662343852159336,0.337656147840664,0.594934571139122,0.72975313317955,0.270246866820449,0.405065428860878,"one or two any condition"
"65-70","2014","man",0.545228756035739,0.454771243964261,0.487352313404262,0.603105198667216,0.396894801332785,0.512647686595738,"one or two any condition"
"70-75","2014","man",0.548687143072008,0.451312856927992,0.490400264478298,0.606974021665717,0.393025978334283,0.509599735521702,"one or two any condition"
"75-80","2014","man",0.477927796144057,0.522072203855943,0.389553513092003,0.56630207919611,0.43369792080389,0.610446486907997,"one or two any condition"
"80+","2014","man",0.495547719578846,0.504452280421154,0.414106837999739,0.576988601157953,0.423011398842047,0.585893162000261,"one or two any condition"
