"Age","Country","Mortality","Disability","Mortality.l","Mortality.u","Disability.l","Disability.u"
60,"Spain",0.530240201632527,0.0566739360140431,0.559794606592654,0.500685796807154,0.00474024813897955,0.108607628803462
65,"Spain",0.614893913425409,-0.0509325682726853,0.652794325954488,0.576993501156661,-0.0552998401782645,-0.0465652963670955
70,"Spain",0.623828231615526,-0.0628711240488826,0.666723728706259,0.580932734827606,-0.100703760858423,-0.0250384828368233
75,"Spain",0.586995988875898,-0.145031545144704,0.632199962588679,0.541792015516521,-0.116761021606777,-0.173302068682631
80,"Spain",0.844142945243608,-0.71452346770127,0.916126146446949,0.772159744750706,-0.769348868548573,-0.659698060080746
60,"Italy",0.360753440242199,0.064368527800081,0.377948258190035,0.34355862222564,0.043158980646691,0.0855780798720254
65,"Italy",0.436889104019851,-0.176852096350054,0.460868642598527,0.412909565330068,-0.146768944327917,-0.206935243658293
70,"Italy",0.474833890062737,-0.232633735982407,0.506095325080302,0.44357245481152,-0.198099782569205,-0.267167689395592
75,"Italy",0.451843877029649,-0.212041949598269,0.488091280012661,0.415596473599408,-0.196329071684101,-0.227754831428939
80,"Italy",0.788830211693902,-1.03719628512024,0.859530824463331,0.718129597695537,-1.03565874877583,-1.03873382146462
60,"France",0.575509178037144,-0.223279614098274,0.608964530500025,0.542053825666002,-0.14748474102883,-0.299074482268086
65,"France",0.56264848430261,0.134179540508896,0.599840220753936,0.525456747919886,0.140659528347729,0.127699552670077
70,"France",0.532411841744132,0.228012772821995,0.57241438407226,0.49240929944526,0.148081755660243,0.307943785624104
75,"France",0.480454867789945,-0.10691802521567,0.520923499546452,0.439986235991928,-0.0898690385738448,-0.123967011857491
80,"France",0.956546699183217,-0.228290350829774,1.0440553918955,0.869038006303029,-0.379867344261385,-0.076713371761894
60,"Denmark",0.378380414441594,0.247826078114382,0.402206017893423,0.354554810925958,0.128793701400788,0.366858459714145
65,"Denmark",0.390320199457324,0.0483606895387361,0.419937922398425,0.360702476394021,0.0968814397260616,-0.000160060648557447
70,"Denmark",0.439385320448039,0.0417577095501613,0.481598800493082,0.397171840309468,-0.193651674828772,0.277167093929105
75,"Denmark",0.408610575448343,-0.0252827359922136,0.459435458729459,0.357785692167202,-0.356851266201488,0.30628579421705
80,"Denmark",0.773573523947508,0.31193177086395,0.884402467586014,0.662744580309024,-0.135239781907078,0.759103323634982
60,"Greece",0.684887601962618,-0.150101223203734,0.71229938744991,0.657475816545048,-0.121254675688416,-0.178947770719045
65,"Greece",0.6898650241877,0.0753125605016933,0.721375712515599,0.658354335952961,0.0294329148777344,0.1211922153744
70,"Greece",0.48245062325114,-0.134148319777506,0.507707313637042,0.457193932959488,-0.0913953224377124,-0.176901325587529
75,"Greece",0.479018180828241,-0.299057865899673,0.507342622143991,0.450693739583038,-0.288064096145593,-0.310051632000789
80,"Greece",0.929342099151228,-0.382679201538121,0.987357319838303,0.871326878464171,-0.434149216181957,-0.331209186894299
60,"Switzerland",0.399919277692227,0.0257147621893843,0.418398389002888,0.381440166533871,0.00435942546491219,0.0470701038352068
65,"Switzerland",0.419161766813648,0.102049764925134,0.440804424285158,0.397519109516498,0.089849130358008,0.114250399492256
70,"Switzerland",0.507212220873591,0.0620287404555384,0.537545796416858,0.476878645519243,0.0288978341146162,0.0951596467964215
75,"Switzerland",0.505909476076774,-0.180807101695581,0.542098200751344,0.469720751468969,-0.230386574896748,-0.131227624523294
80,"Switzerland",0.934648320899768,-0.499149167923594,1.00793754979607,0.861359092003426,-0.320239342946977,-0.678058992900201
60,"Belgium",0.381799940249188,-0.0121315168830129,0.40131542152545,0.362284458966208,-0.0110139487987162,-0.0132490947464454
65,"Belgium",0.482064362769027,0.037485930903383,0.509970521591253,0.454158203935702,0.0222566910589812,0.0527151707477813
70,"Belgium",0.473973445532426,0.0501008719217779,0.505270351481069,0.442676539630245,0.0181800431800063,0.0820217049250758
75,"Belgium",0.452115739905633,-0.336458648016922,0.484542020150666,0.419689459733242,-0.343749398406718,-0.32916790135884
80,"Belgium",0.668506021554713,-1.08066509131619,0.718355368684154,0.618656674425285,-1.13345771345686,-1.02787246917551
60,"Israel",0.369436110377471,0.0741456349300229,0.397994134406311,0.340878086402288,0.0278212032519711,0.120470056787056
65,"Israel",0.391105660886307,0.0703215363803693,0.4272344831009,0.354976838748779,0.0560109450081789,0.0846321277525774
70,"Israel",0.405997267885514,-0.41837097967662,0.450747662350466,0.361246873485875,-0.354829373955187,-0.48191258974116
75,"Israel",0.353060785322743,0.0610343743720776,0.3998564715172,0.306265099017683,0.00928652388213891,0.112782224862023
80,"Israel",0.419391991235393,-0.283684378697256,0.483736431784575,0.355047550306899,-0.283392099078984,-0.283976664826124
60,"Czech Republic",0.719455547873629,0.311570200591643,0.759626296102031,0.679284800056495,0.201900714240825,0.421239691800977
65,"Czech Republic",0.732455159325063,-0.0239335798351874,0.778688215024975,0.686222104200487,-0.0370109470618125,-0.0108562080962944
70,"Czech Republic",0.730290805352297,-0.113416971464385,0.785192793957677,0.675388817402602,-0.13255456787752,-0.0942793790684
75,"Czech Republic",0.49288971586444,-0.00421810399243583,0.537121243798964,0.448658188377912,-0.0273982874345364,0.0189620794496879
80,"Czech Republic",0.503739160910342,-0.609066249344089,0.553561609602983,0.453916712624434,-0.568176412340854,-0.649956081796654
60,"Poland",0.843472688885617,0.320536127047236,0.900902681049718,0.786042696714189,0.221350247195939,0.419722002070468
65,"Poland",0.841751215508278,-0.0803675803348369,0.911781547879794,0.771720883033304,-0.1917636913149,0.0310285306452229
70,"Poland",0.721243663569359,0.0324006975299547,0.797245163173109,0.645242163613483,-0.0972210245715779,0.162022411805113
75,"Poland",0.550304918517751,-0.19697621601148,0.619090400992675,0.481519435843259,-0.266404610107362,-0.127547821915579
80,"Poland",0.55564275075659,-0.398395473480216,0.629467178351412,0.48181832316177,-0.0569736008664066,-0.73981734609402
60,"Luxembourg",0.421944218782532,-0.185012469863622,0.450889956371011,0.392998481367581,-0.178322953405669,-0.191701986321572
65,"Luxembourg",0.394558544055247,-0.198118622569368,0.424804455535931,0.364312632755148,-0.103630306703074,-0.292606933778035
70,"Luxembourg",0.444979068271209,0.0989415325485332,0.484728863456539,0.405229273272372,0.0504108513443953,0.147472209454232
75,"Luxembourg",0.428667511011295,0.052851027567808,0.472443645287328,0.38489137695602,0.170368660008926,-0.0646666124151132
80,"Luxembourg",0.597969158004371,-0.577535982785541,0.66301147564015,0.53292684078275,-0.432513826254937,-0.722558145701527
60,"Portugal",0.502997900918508,-0.591990756842776,0.597830050984982,0.40816575076752,-0.393749949460027,-0.790231564225534
65,"Portugal",0.493883694010361,-0.338935555291954,0.606459275588808,0.381308112316653,-0.148709712757203,-0.529161397826728
70,"Portugal",0.459071591450822,0.293856796033282,0.590893730089281,0.327249452722661,-0.00964422474729076,0.597357812489289
75,"Portugal",0.372372570408693,-1.13779566611336,0.508068067627875,0.236677073155626,-0.673680955062565,-1.6019103695533
80,"Portugal",0.501451743327557,-0.920905823132326,0.712116676603465,0.290786809936153,-1.19663040586711,-0.645181252578762
60,"Slovenia",0.663757496112606,0.0837664024366411,0.699656850839329,0.6278581415649,0.0699007800853018,0.0976320345481199
65,"Slovenia",0.678617782881549,0.0400246880018642,0.720916721307265,0.636318844638442,0.00200516686495433,0.0780442045479575
70,"Slovenia",0.64968397222054,-0.0208945313973921,0.695896947488386,0.603470997039288,-0.0255079827088629,-0.0162810759064413
75,"Slovenia",0.567554367319637,0.267181294208132,0.6115853970534,0.523523337593602,0.177410278277254,0.356952317325778
80,"Slovenia",0.744603396333162,-0.467937269350653,0.804100054240564,0.685106738425752,-0.492268549388253,-0.443605989313031
60,"Estonia",1.06407445521222,0.0282330883067363,1.10592544222758,1.02222346844692,0.0809473522715614,-0.0244811756580852
65,"Estonia",1.0313662188795,-0.0477283955453132,1.07669323947913,0.986039198289047,-0.142216663324099,0.0467598678232442
70,"Estonia",0.898555483842909,-0.0280919887008277,0.945730765997443,0.851380201700152,-0.0200010109551911,-0.0361829625689349
75,"Estonia",0.683465812997255,-0.197234350189358,0.73132180428658,0.635609822000148,-0.17538533228813,-0.219083371292934
80,"Estonia",0.585495891784278,-0.503318730122949,0.634876044610309,0.536115739443352,-0.589069004560294,-0.417568450881749
60,"Croatia",0.860840660681642,-0.0720250499738526,0.921891380126613,0.799789941528832,-0.0977498816655427,-0.0463002182821484
65,"Croatia",0.828148306248913,-0.0993270789128466,0.896868966848693,0.759427645862157,-0.0748655894216661,-0.123788568404063
70,"Croatia",0.718843167301884,0.0770979510858716,0.790120669616094,0.647565665052754,0.0428414625643185,0.111354439607432
75,"Croatia",0.516251174815853,-0.426082576379475,0.580486917344107,0.45201543249004,-0.350815074456282,-0.501350075140991
80,"Croatia",0.376129580536006,-0.656371040687301,0.431587998444172,0.320671162938941,-0.508506154278329,-0.804235923179522
60,"Europe",0.808423869347024,0.0343250192378193,0.825949738933083,0.790897999871959,0.00634318665107969,0.0623068518245695
65,"Europe",0.691612108925632,-0.0277156145206767,0.708753441654977,0.674470776396696,-0.026428479007194,-0.0290027545114739
70,"Europe",0.555846007500843,-0.0076880208300345,0.571999883744542,0.539692131500178,-0.0171832369464617,0.00180719126758433
75,"Europe",0.447084587850256,-0.156454730280586,0.462200954676231,0.431968221262029,-0.148193086042255,-0.164716367736364
80,"Europe",0.584335248053854,-0.479953088814579,0.606075337806622,0.562595158703672,-0.484810151316534,-0.475096031428475
60,"Mexico",0.400182865595994,-0.195963214790741,0.426888042809097,0.373477688382888,-0.173070738129397,-0.218855691452045
65,"Mexico",0.385910567031285,-0.338706740372942,0.414932839945077,0.356888294117512,-0.285962109878717,-0.39145137086717
70,"Mexico",0.356352818444609,-0.305427850032565,0.388200959534707,0.324504677354472,-0.283619535388404,-0.327236164676735
75,"Mexico",0.326104030052466,-0.0693330401174421,0.357576016635395,0.294632043469552,-0.232833810891567,0.094167730656693
80,"Mexico",0.440025470391021,-0.25590597676738,0.480809090522211,0.399241850259822,-0.288684853885513,-0.223127099649243
60,"England",0.27311990689028,-0.020330574284543,0.285082242573623,0.261157571206954,-0.0261644753955039,-0.0144966731735785
65,"England",0.305701073445817,0.136570522765094,0.32050993183028,0.290892215061351,0.111597271477589,0.161543774052593
70,"England",0.336643425749362,-0.0995129698062307,0.354912126951213,0.318374724547546,-0.103871016271512,-0.095154923340921
75,"England",0.336977317644436,0.185466062298847,0.357443241725939,0.316511393562909,0.159832834311946,0.211099290285755
80,"England",0.603711527551845,-0.477777208430012,0.642967431349721,0.564455623753926,-0.506998929755476,-0.448555487104503
